iddiagnostico	descripcion	codigo_cie9	codigo_cie10
447	MENSTRUACION EXCESIVA O FRECUENTE	6262  	NULL
448	ENTERITIS REGIONAL	555   	NULL
449	NEOPLASIA MALIGNA HUESO PELVIS,SACRO Y COCCIX	1706  	NULL
450	OSTEOARTROSIS LOCALIZADA NO ESPECIFICADO	7153  	NULL
451	NEOPLASIA BENIGNA BRONQUIO Y PULMON	2123  	NULL
452	LUXACION MUÑECA	833   	NULL
453	ENFERMEDAD CARDIACA HIPERTENSIVA	402   	NULL
454	AMIGDALITIS CRONICA	47400 	NULL
455	NEOPLASIA MALIGNA OVARIO Y OTRO ANEXO UTERO	183   	NULL
456	DOLOR ABDOMEN NO ESPECIFICADO	78900 	NULL
457	NEOPLASIA BENIGNA MAMA	217   	NULL
458	HERIDA RODILLA,PIERNA Y TOBILLO COMPLICADA	8911  	NULL
459	NEOPLASIA MALIGNA ESOFAGO	150   	NULL
460	NEOPLASIA BENIGNA GLANDULA HIPOFISIS Y CRANEOFARINGEO	2273  	NULL
461	INFECCION POR SALMONELLA LOCALIZADA	0032  	NULL
462	CAPSULITIS ADHESIVA HOMBRO	7260  	NULL
463	EMBOLIA ARTERIA MIEMBRO	4442  	NULL
464	TRASTORNO CERVICAL OTRO	723   	NULL
465	ULCERA CRONICA MIEMBRO INFERIOR SALVO DECUBITO	7071  	NULL
466	FRACTURA CERRADA FALANGE MANO	8160  	NULL
467	NEOPLASIA BENIGNA MENINGE CEREBRO	2252  	NULL
468	SINTOMA ASOCIADO A ORGANO GENITAL FEMENINO	625   	NULL
469	HIPERLIPIDEMIA MIXTA	2722  	NULL
470	CALCULO TRACTO URINARIO INFERIOR	594   	NULL
471	AMENAZA PARTO PREMATURO	6440  	NULL
472	NEUMONIA POR VIRUS PARAINFLUENZAE	4802  	NULL
473	CHALAZION	3732  	NULL
474	DOLOR ESPALDA NO ESPECIFICADO	7245  	NULL
475	ENFERMEDAD PENE	607   	NULL
476	LEIOMIOMA UTERO INTRAMURAL	2181  	NULL
477	INFECCION POR IMPLANTACION O INJERTO INTERNO	9966  	NULL
478	INFECCION PUERPERIO GRAVE	670   	NULL
479	INFECCION VIA AEREA SUPERIOR AGUDA NO ESPECIFICADO	4659  	NULL
480	GANGLION Y QUISTE SINOVIAL,TENDON Y BOLSA	7274  	NULL
481	ENFERMEDAD DISCO INTERVERTEBRAL OTRO Y NO ESPECIFICADO	7229  	NULL
482	COMPLICACION PROCEDIMIENTO RESPIRATORIA	9973  	NULL
483	PURPURA Y OTRA CONDICION HEMORRAGICA	287   	NULL
484	ORQUITIS Y EPIDIDIMITIS	604   	NULL
485	NEOPLASIA BENIGNA CEREBRO Y SISTEMA NERVIOSO	225   	NULL
486	MENINGITIS NO ESPECIFICADO	322   	NULL
487	CONTUSION CADERA Y MUSLO	9240  	NULL
488	HERNIA CRURAL CON OBSTRUCCION	5520  	NULL
489	OSTEOPOROSIS	7330  	NULL
490	FARINGITIS Y NASOFARINGITIS CRONICA	472   	NULL
491	FRACTURA CERRADA FEMUR PERTROCANTEREA SUBTROCANTEREA	82022 	NULL
492	FIEBRE HEMORRAGICA POR ARTROPODO	065   	NULL
493	ESGUINCE HOMBRO Y BRAZO	840   	NULL
494	NEFRITIS Y NEFROPATIA NO ESPECIFICADO	583   	NULL
495	HIPERTENSION SECUNDARIA	405   	NULL
496	NEOPLASIA MALIGNA TEJIDO BLANDO TRONCO NO ESPECIFICADO	1717  	NULL
497	ANEMIA OTRA	2858  	NULL
498	DERMATOFITOSIS	110   	NULL
499	DISRITMIA CORAZON OTRA	4278  	NULL
500	ASTROCITOMA PILOCITICO	M94213	NULL
501	SINDROME VERTIGINOSO Y TRASTORNO APARATO VESTIBULAR	386   	NULL
502	PRESENTACION NALGAS SIN VERSION A CEFALICA	6522  	NULL
503	CONTUSION HOMBRO Y BRAZO	9230  	NULL
504	ABSCESO HIGADO	5720  	NULL
505	ABSCESO Y CELULITIS PIERNA SALVO PIE	6826  	NULL
506	EFECTO TOXICO ALCOHOL METILICO	9801  	NULL
507	LARINGITIS Y TRAQUEITIS AGUDA	464   	NULL
508	VOMITO PERSISTENTE	5362  	NULL
509	METRORRAGIA	6266  	NULL
510	ENFERMEDAD SINOVIAL,TENDON Y BOLSA	727   	NULL
511	ESTENOSIS ESPINAL SALVO CERVICAL LUMBAR	72402 	NULL
512	NEUROPATIA PERIFERICA HEREDITARIA E IDIOPATICA	356   	NULL
513	OSTEOGENESIS IMPERFECTA	75651 	NULL
514	HERPES ZOSTER	053   	NULL
515	INFECCION RIÑON	590   	NULL
516	HERNIA INGUINAL CON OBSTRUCCION SIN GANGRENA	5501  	NULL
517	ENFERMEDAD BOLSA Y TENDON HOMBRO NO ESPECIFICADO	72610 	NULL
518	ANGOR PECTORIS OTRO Y NO ESPECIFICADO	4139  	NULL
519	FIBROADENOSIS MAMA	6102  	NULL
520	DEDO PIE EN GARRA ADQUIRIDO	7355  	NULL
521	CARCINOMA IN SITU ESTOMAGO	2302  	NULL
522	ESTENOSIS ARTERIA CAROTIDA	4331  	NULL
523	NEOPLASIA MALIGNA LENGUA	141   	NULL
524	ENCEFALITIS,MIELITIS Y ENCEFALOMIELITIS	323   	NULL
525	SUFRIMIENTO FETO	6563  	NULL
526	DEPRESION NEUROTICA	3004  	NULL
527	EPENDIMOMA PAPILAR	M93931	NULL
528	ENFERMEDAD PROSTATA OTRA	602   	NULL
529	ENFERMEDAD VESICULA BILIAR OTRA	575   	NULL
530	HEMANGIOMA	2280  	NULL
531	HIPERESPLENISMO	2894  	NULL
532	ENFERMEDAD CARDIOPULMONAR CRONICA	416   	NULL
533	DERMATITIS ATOPICA	691   	NULL
534	VARICES PELVIS	4565  	NULL
535	ABSCESO RIÑON Y PERIRRENAL	5902  	NULL
536	LUXACION ABIERTA MUÑECA RADIOCARPIANA	83312 	NULL
537	NEOPLASIA BENIGNA CEREBRO	2250  	NULL
538	DEBILIDAD NO ESPECIFICADO	7993  	NULL
539	OTRAS NEUMOPATIAS NO CLASIFICADAS EN OTRA PARTE(FU)	5188  	NULL
540	GASTRITIS,ENTERITIS Y COLITIS NO INFECCIOSA OTRA	558   	NULL
541	NEOPLASIA MALIGNA UTERO NO ESPECIFICADO	179   	NULL
542	HEMORROIDES EXTERNA TROMBOSADA	4554  	NULL
543	DISPLASIA BENIGNA MAMA	610   	NULL
544	ENFISEMA PULMON	492   	NULL
545	EPISTAXIS	7847  	NULL
546	LUXACION CODO	832   	NULL
547	FRACTURA CERRADA MALEOLO EXTERNO	8242  	NULL
548	SHOCK TRAUMATICO	9584  	NULL
549	ASTROCITOMA SUBEPENDIMARIO CELULAS GIGANTES	M93841	NULL
550	INSUFICIENCIA VALVULA MITRAL REUMATICA	3941  	NULL
551	ANGINA DE PRINZMETAL	4131  	NULL
552	TROMBOCITOPENIA NO ESPECIFICADO	2875  	NULL
553	FRACTURA CERRADA DE VERTEBRA LUMBAR	8054  	NULL
554	TRASTORNO POR GESTACION CORTA Y BAJO PESO OTRO	765   	NULL
555	ENFERMEDAD VEJIGA OTRA	596   	NULL
556	EPILEPSIA CONVULSIVA GENERALIZADA	3451  	NULL
557	EVENTRACION SIN OBSTRUCCION NI GANGRENA	55321 	NULL
558	ABORTO ESPONTANEO	634   	NULL
559	TROMBOSIS CEREBRO	4340  	NULL
560	HEPATOPATIA CRONICA NO ALCOHOLICA NO ESPECIFICADO	5719  	NULL
561	ABSCESO PERITONSILAR	475   	NULL
562	TUBERCULOSIS PULMON	011   	NULL
563	DIABETES MELLITUS CON ALTERACION OTRA	2508  	NULL
564	FRACTURA TARSO Y METATARSIANO	825   	NULL
565	FRACTURA FEMUR OTRA Y NO ESPECIFICADO	821   	NULL
566	GENU VALGUM O VARUM ADQUIRIDO	7364  	NULL
567	CONTUSION DEDO MANO	9233  	NULL
568	LUXACION TOBILLO	837   	NULL
569	PREECLAMPSIA GRAVE	6425  	NULL
570	MIOPIA	3671  	NULL
571	ARTRITIS REUMATOIDE Y POLIARTROPATIA INFLAMATORIA	714   	NULL
572	NEOPLASIA MALIGNA LINFOIDE E HISTIOCITICA OTRA	202   	NULL
573	CISTOCELE MEDIAL	61801 	NULL
574	TRASTORNO MENSTRUACION Y HEMORRAGIA ANORMAL FEMENINA	626   	NULL
575	ABSCESO Y CELULITIS DEDO MANO Y PIE	681   	NULL
576	FRACTURA CERRADA DE OTRA PARTE ESPECIFICADA DE LA PELVIS	80849 	NULL
577	NEOPLASIA MALIGNA HUESO LARGO MIEMBRO INFERIOR	1707  	NULL
578	NEUMONIA POR HAEMOPHILUS INFLUENZAE	4822  	NULL
579	COLEDOCOLITIASIS CON OTRA COLECISTITIS	5744  	NULL
580	NEOPLASIA MALIGNA MEDIASTINO ANTERIOR	1642  	NULL
581	NEOPLASIA MALIGNA PELVIS RIÑON	1891  	NULL
582	FRACTURA ABIERTA BIMALEOLAR	8245  	NULL
583	ANEMIA HEMOLITICA ADQUIRIDA AUTOINMUNE	2830  	NULL
584	RINOFARINGITIS CRONICA	4722  	NULL
585	ESQUIZOFRENIA LATENTE	2955  	NULL
586	FRACTURA CERRADA HUMERO DIAFISIS Y NO ESPECIFICADO	8122  	NULL
587	ARTROPATIA OTRA RODILLA	71686 	NULL
588	CONTROL DE EMBARAZO DE ALTO RIESGO(FU)	00364 	NULL
589	DEGENERACION MACULA SENIL EXUDATIVA	36252 	NULL
590	ATEROSCLEROSIS ARTERIA MIEMBRO CON GANGRENA	44024 	NULL
591	FRACTURA METACARPIANO	815   	NULL
592	OSTEOCONDRITIS DISECANTE	7327  	NULL
593	NEUMONITIS POR ASPIRACION COMIDA O VOMITO	5070  	NULL
594	ARTROPATIA OTRA	7168  	NULL
595	CONTUSION PARED TORAX	9221  	NULL
596	OBSTRUCCION INTESTINO OTRA	5608  	NULL
597	DIVERTICULITIS COLON SIN HEMORRAGIA	56211 	NULL
598	EFECTO TARDIO FRACTURA CUELLO FEMUR	9053  	NULL
599	CONTUSION TOBILLO Y PIE	9242  	NULL
600	OSTEOARTROSIS GENERALIZADA	7150  	NULL
601	HEMOPTISIS	7863  	NULL
602	FISTULA VESICOINTESTINAL	5961  	NULL
603	TRASTORNO EQUILIBRIO ELECTROLITICO Y ACIDO-BASE	276   	NULL
604	NEOPLASIA MALIGNA COLUMNA VERTEBRAL SALVO SACRO Y COCCIX	1702  	NULL
605	HEMANGIOMA CAVERNOSO	M91210	NULL
606	NEOPLASIA MALIGNA RIÑON EXCEPTO PELVIS	1890  	NULL
607	ARTRITIS PIOGENICA	7110  	NULL
608	PROSTATITIS AGUDA	6010  	NULL
609	LUXACION DEDO MANO	834   	NULL
610	HIPOTENSION	458   	NULL
611	HERIDA OTRA Y NO ESPECIFICADO SALVO MIEMBRO	879   	NULL
612	ACROMEGALIA Y GIGANTISMO	2530  	NULL
613	HEMORRAGIA SUBDURAL	4321  	NULL
614	HIPERTROFIA MAMA	6111  	NULL
615	PROLAPSO GENITAL	618   	NULL
616	BLOQUEO RAMA FASCICULO OTRO Y NO ESPECIFICADO	4265  	NULL
617	PESO BAJO EDAD GESTACIONAL SIN DESNUTRICION	7640  	NULL
618	BALANOPOSTITIS	6071  	NULL
619	GASTRITIS OTRA	5354  	NULL
620	SINTOMA APARATO DIGESTIVO OTRO	7879  	NULL
621	LESION MEDULA ESPINAL LUMBAR	9522  	NULL
622	DESPROPORCION PELVIS Y FETO	653   	NULL
623	ESGUINCE MUÑECA	8420  	NULL
624	PROSTATITIS	601   	NULL
625	FEOCROMOCITOMA MALIGNO	M87003	NULL
626	SINDROME AGUDO NODULO LINFATICO MUCOCUTANEO FEBRIL [MCLS]	4461  	NULL
627	NEOPLASIA MALIGNA CEREBRO CEREBELO NO ESPECIFICADO	1916  	NULL
628	EMBOLISMO Y TROMBOSIS VENOSA PROFUNDA MIEMBRO INFERIOR	4534  	NULL
629	FISTULA UROGENITAL FEMENINA	6190  	NULL
630	LEUCEMIA OTRA	207   	NULL
631	LINFOMA MALIGNO NO HODGKIN	M95913	NULL
632	EPILEPSIA NO ESPECIFICADO NO INCURABLE	34590 	NULL
633	REUMATISMO NO ESPECIFICADO Y FIBROSITIS	7290  	NULL
634	CONVULSION NEONATO	7790  	NULL
635	RETENCION ORINA	7882  	NULL
636	LUXACION RECURRENTE	7183  	NULL
637	CUERPO LIBRE EN RODILLA	7176  	NULL
638	FASCITIS NO ESPECIFICADO	7294  	NULL
639	AUSENCIA ADQUIRIDA MAMA	V4571 	NULL
640	FRACTURA CERRADA DE VERTEBRA DORSAL	8052  	NULL
641	INFECCION POR LEPTOSPIRA	100   	NULL
642	LEIOMIOMA UTERO SUBMUCOSO	2180  	NULL
643	FRACTURA FALANGE PIE	826   	NULL
644	TRAUMATISMO CABEZA NO ESPECIFICADO	95901 	NULL
645	NEOPLASIA EVOLUCION INCIERTA HIPOFISIS Y CRANEOFARINGEO	2370  	NULL
646	NEURITIS O RADICULITIS TORACICA O LUMBOSACRA NO ESPECIFICADO	7244  	NULL
647	PARALISIS FACIAL	3510  	NULL
648	URTICARIA ALERGICA	7080  	NULL
649	EMBARAZO GEMELAR	6510  	NULL
650	FRACTURA VERTEBRA SIN LESION MEDULAR	805   	NULL
651	CONTACTO ADMINISTRATIVO	V68   	NULL
652	FRACTURA DE COLLES CERRADA	81341 	NULL
653	NEUROPATIA AUTONOMICA PERIFERICA IDIOPATICA	3370  	NULL
654	HERIDA DE RODILLA, PIERNA, TOBILLO CON LESION TENDINOSA(FU)	8913  	NULL
655	TETRALOGIA DE FALLOT	7452  	NULL
656	NEOPLASIA MALIGNA OTRA Y NO ESPECIFICADO ABDOMEN	1952  	NULL
657	FIEBRE HEMORRAGICA POR MOSQUITO	0654  	NULL
658	OSTEITIS DEFORMANTE	731   	NULL
659	PANCREATITIS CRONICA	5771  	NULL
660	NEOPLASIA MALIGNA MAMA MASCULINA	175   	NULL
661	ESTENOSIS INTESTINO GRUESO,RECTO Y ANO CONGENITA	7512  	NULL
662	LESION RAIZ NERVIO LUMBAR	9532  	NULL
663	OSTEOARTROSIS LOCALIZADA SECUNDARIA	7152  	NULL
664	ENCEFALOPATIA METABOLICA	34831 	NULL
665	DESVIACION COLUMNA VERTEBRAL ADQUIRIDA OTRA	7378  	NULL
666	FETO Y NEONATO AFECTADO POR OTRA HEMORRAGIA PLACENTA	7621  	NULL
667	MELENA	5781  	NULL
668	ARTRITIS INFECCIOSA NO ESPECIFICADO RODILLA	71196 	NULL
669	COLECISTITIS AGUDA Y CRONICA	57512 	NULL
670	NEUMONIA POR VIRUS NO ESPECIFICADO	4809  	NULL
671	POLIPO RECTO Y ANO	5690  	NULL
672	ADHERENCIA PERITONEO	5680  	NULL
673	QUISTE SEBACEO	7062  	NULL
674	CUIDADO POSTERIOR RADIOTERAPIA	V580  	NULL
675	EFECTO ADVERSO NO ESPECIFICADO FARMACO Y MEDICAMENTO	9952  	NULL
676	CANDIDIASIS	112   	NULL
677	DIARREA PRESUNTAMENTE INFECCIOSA	0093  	NULL
678	NEUMONIA INTERSTICIAL(FU)	5168  	NULL
679	DEFORMIDAD TOBILLO Y PIE ADQUIRIDA OTRA Y NO ESPECIFICADO	7367  	NULL
680	PIELONEFRITIS NO ESPECIFICADO	59080 	NULL
681	DESPRENDIMIENTO Y DEFECTO RETINA	361   	NULL
682	HIPOGLUCEMIA NO ESPECIFICADO	2512  	NULL
683	EMBARAZO ECTOPICO	633   	NULL
684	FRACTURA CERRADA COSTILLA(S) NO ESPECIFICADO	80700 	NULL
685	ANEMIA APLASTICA	284   	NULL
686	ENFERMEDAD OVARIO,TROMPA Y LIGAMENTO ANCHO NO INFLAMATORIA	620   	NULL
687	ABSCESO GLANDULA DE BARTHOLINO	6163  	NULL
688	FRACTURA CERRADA RADIO Y CUBITO EXTREMO SUPERIOR	8130  	NULL
689	EPICONDILITIS MEDIAL	72631 	NULL
690	ASISTENCIA ANTICONCEPTIVA REGULACION MENSTRUAL	V253  	NULL
691	NEUMONIA POR BACTERIA OTRA OTRA	48289 	NULL
692	NEOPLASIA MALIGNA BRONQUIO O PULMON LOBULO INFERIOR	1625  	NULL
693	FRACTURA PATOLOGICA CADERA	73314 	NULL
694	ULCERA DUODENO AGUDA CON HEMORRAGIA	5320  	NULL
695	PERTURBACION VISUAL	368   	NULL
696	ABSCESO PULMON	5130  	NULL
697	TRASTORNO METABOLISMO HIERRO	2750  	NULL
698	CONTRACTURA ARTICULACION	7184  	NULL
699	DESPLAZAMIENTO DISCO NO ESPECIFICADO SIN MIELOPATIA	7222  	NULL
700	NEOPLASIA MALIGNA MAMA FEMENINA CUADRANTE SUPEROINTERIOR	1742  	NULL
701	TRASTORNO INTERNO RODILLA NO ESPECIFICADO	7179  	NULL
702	TRAUMATISMO OTRO Y NO ESPECIFICADO	959   	NULL
703	ESQUIZOFRENIA PARANOIDE	2953  	NULL
704	BLOQUEO AURICULOVENTRICULAR SEGUNDO GRADO MOBITZ TIPO II	42612 	NULL
705	HEMORROIDES EXTERNA CON COMPLICACION OTRA	4555  	NULL
706	BACTERIEMIA	7907  	NULL
707	SINTOMA PIEL Y TEGUMENTO	782   	NULL
708	OTITIS EXTERNA INFECCIOSA	3801  	NULL
709	LINFADENITIS MESENTERICA	2892  	NULL
710	ENFERMEDAD RAIZ Y PLEXO NERVIOSO	353   	NULL
711	ACALASIA Y CARDIOSPASMO	5300  	NULL
712	ESGUINCE CODO Y ANTEBRAZO	841   	NULL
713	NEOPLASIA MALIGNA RETROPERITONEO Y PERITONEO	158   	NULL
714	SINTOMA SISTEMA NERVIOSO Y MUSCULOESQUELETICO	781   	NULL
715	PSICOSIS ESQUIZOFRENICA	295   	NULL
716	ENFERMEDAD CUERPO VITREO	3792  	NULL
717	ANOMALIA CONGENITA APARATO CIRCULATORIO NO ESPECIFICADO	7479  	NULL
718	INFECCION RIÑON NO ESPECIFICADO	5909  	NULL
719	SINUSITIS AGUDA MAXILAR	4610  	NULL
720	ENFERMEDAD CRONICA AMIGDALA Y ADENOIDE	474   	NULL
721	CONTUSION CODO Y ANTEBRAZO	9231  	NULL
722	ENFERMEDAD DE HODGKIN SAI	M96503	NULL
723	FRACTURA NO ESPECIFICADO	829   	NULL
724	ARTROPATIA TRAUMATICA	7161  	NULL
725	NEOPLASIA EVOLUCION INCIERTA ENDOCRINO Y NERVIOSO	237   	NULL
726	ESTADO MENOPAUSICO SINTOMATICO	6272  	NULL
727	CARCINOMA IN SITU PIEL	232   	NULL
728	LUXACION CERRADA ROTULA	8363  	NULL
729	DEFORMIDAD ADQUIRIDA NO ESPECIFICADO	7389  	NULL
730	OVARIO POLIQUISTICO	2564  	NULL
731	INTOXICACION ALIMENTARIA POR BACTERIA OTRA	005   	NULL
732	HEPATITIS NO ESPECIFICADO	5733  	NULL
733	DESPROPORCION OTRA	6538  	NULL
734	ENDOMETRIOSIS UTERO	6170  	NULL
735	NECROSIS ASEPTICA HUESO CABEZA HUMERO	73341 	NULL
736	SORDERA CONDUCTIVA Y NEUROSENSORIAL	3892  	NULL
737	ASMA NO ESPECIFICADO	4939  	NULL
738	LINFOMA DE BURKITT LINFATICO MULTIPLE	20028 	NULL
739	HEPATITIS POR VIRUS	070   	NULL
740	HIPERTENSION ARTERIAL TRAS PROCEDIMIENTO	99791 	NULL
741	GLAUCOMA NO DEFINITIVO [SOSPECHADO]	3650  	NULL
742	SINUSITIS CRONICA MAXILAR	4730  	NULL
743	ABSCESO Y CELULITIS CARA	6820  	NULL
744	OSTEOMIELITIS,PERIOSTITIS E INFECCION HUESO	730   	NULL
745	HEMORROIDES INTERNA CON COMPLICACION OTRA	4552  	NULL
746	ANQUILOSTOMIASIS Y NECATORIASIS	126   	NULL
747	NEOPLASIA BENIGNA RETROPERITONEO Y PERITONEO	2118  	NULL
748	ENFERMEDAD CEREBROVASCULAR OTRA Y MAL DEFINIDA	437   	NULL
749	ANEMIA POR CARENCIA NO ESPECIFICADO	2819  	NULL
750	HERIDA CARA COMPLICADA	8735  	NULL
751	FRACTURA CERRADA PELVIS OTRA	8084  	NULL
752	SEROMA POSTOPERATORIO INFECTADO	99851 	NULL
753	VERRUGA POR VIRUS	0781  	NULL
754	CERVICITIS Y ENDOCERVICITIS	6160  	NULL
755	ABSCESO Y CELULITIS CUELLO	6821  	NULL
756	FRACTURA CERRADA TIBIA EXTREMO SUPERIOR	82300 	NULL
757	HERIDA CARA NO COMPLICADA	8734  	NULL
758	SUPERVISION EMBARAZO NORMAL OTRO	V221  	NULL
759	ENFERMEDAD UTERO OTRA	621   	NULL
760	PRESENTACION TRANSVERSA U OBLICUA	6523  	NULL
761	ULCERA ESTOMAGO AGUDA CON PERFORACION	5311  	NULL
762	GENU VALGUM ADQUIRIDO	73641 	NULL
763	ENFERMEDAD APARATO RESPIRATORIO OTRA	519   	NULL
764	CARCINOMA IN SITU HIGADO Y SISTEMA BILIAR	2308  	NULL
765	MENINGIOMA PSAMOMATOSO	M95330	NULL
766	NEOPLASIA MALIGNA CEREBRO LOBULO TEMPORAL	1912  	NULL
767	HERIDA MANO SALVO DEDO	882   	NULL
768	NEOPLASIA BENIGNA GLANDULA PARATIROIDES	2271  	NULL
769	OSTEOARTROSIS LOCALIZADA SECUNDARIA RODILLA	71526 	NULL
770	CISTITIS CRONICA OTRA	5952  	NULL
771	FISURA ANO	5650  	NULL
772	FETO Y NEONATO AFECTADO POR COMPLICCION PARTO	763   	NULL
773	LARINGOFARINGITIS AGUDA	4650  	NULL
774	QUISTE RIÑON ADQUIRIDO	5932  	NULL
775	ENCEFALOPATIA HEPATICA	5722  	NULL
776	FISTULA ARTERIOVENOSA ADQUIRIDA	4470  	NULL
777	DERMATITIS POR CONTACTO	692   	NULL
778	ASMA OTRA	4938  	NULL
779	SEPTICEMIA NO ESPECIFICADO	0389  	NULL
780	PARTO UNICO NACIDO VIVO	V270  	NULL
781	TROMBOFLEBITIS MIEMBRO INFERIOR PROFUNDA	4511  	NULL
782	HIPOXIA INTRAUTERINA Y ASFIXIA INTRAPARTO	768   	NULL
783	ANOMALIA CONGENITA COLUMNA VERTEBRAL	7561  	NULL
784	FRACTURA ABIERTA RADIO Y CUBITO DIAFISIS	8133  	NULL
785	FRACTURA PELVIS	808   	NULL
786	TAQUICARDIA PAROXISTICA NO ESPECIFICADO	4272  	NULL
787	RINITIS CRONICA	4720  	NULL
788	FISTULA VESICULA BILIAR	5755  	NULL
789	NEOPLASIA BENIGNA EPIDIDIMO	2223  	NULL
790	MIOMA	M88950	NULL
791	PIELONEFRITIS CRONICA	5900  	NULL
792	MELANOMA MALIGNO PIEL MIEMBRO INFERIOR Y CADERA	1727  	NULL
793	COMPLICACION EMBARAZO OTRA NCOC	646   	NULL
794	ENCEFALOPATIA OTRA	34839 	NULL
795	INFECCION POSTOPERATORIA	9985  	NULL
796	NEOPLASIA MALIGNA PANCREAS CUERPO	1571  	NULL
797	QUEMADURA PROFUNDA PIE SIN PERDIDA CORPORAL	94542 	NULL
798	ULCERA PEPTICA NO ESPECIFICADO	533   	NULL
799	PARASITOSIS INTESTINO NO ESPECIFICADO	129   	NULL
800	NEOPLASIA EVOLUCION INCIERTA VEJIGA	2367  	NULL
801	GASTRITIS,ENTERITIS Y COLITIS ALERGICA	5583  	NULL
802	SEMANAS GESTACION (RECIEN NACIDO)	7652  	NULL
803	COMPLICACION PROCEDIMIENTO DIGESTIVA	9974  	NULL
804	FRACTURA CERRADA DEL ACETABULO DE LA PELVIS	8080  	NULL
805	ENFERMEDAD CEREBROVASCULAR ISQUEMICA GENERALIZADA OTRA	4371  	NULL
806	OBESIDAD MORBIDA	27801 	NULL
807	FETO Y NEONATO AFECTADO POR OLIGOHIDRAMNIOS	7612  	NULL
808	ENFERMEDAD IRIS Y CUERPO CILIAR	364   	NULL
809	HERIDA RODILLA,PIERNA Y TOBILLO	891   	NULL
810	SIFILIS PRECOZ LATENTE	092   	NULL
811	OSTEOARTROSIS LOCALIZADA PRIMARIA CADERA	71515 	NULL
812	ENFERMEDAD HOMBRO OTRA	7262  	NULL
813	CONTUSION MULTIPLE NCOC	9248  	NULL
814	NEOPLASIA MALIGNA HIGADO PRIMARIA	1550  	NULL
815	HERNIA DIAFRAGMATICA CONGENITA	7506  	NULL
816	PERICARDITIS REUMATICA CRONICA	393   	NULL
817	LESION MEDULA ESPINAL DORSAL SIN LESION VERTEBRAL	9521  	NULL
818	OBSTRUCCION INTESTINO POR HIPERCONDENSACION LECHE	7772  	NULL
819	NEOPLASIA MALIGNA SISTEMA NERVIOSO NO ESPECIFICADO	1929  	NULL
820	DIFICULTAD Y MALA ORGANIZACION ALIMENTACION	7833  	NULL
821	ICTERICIA PERINATAL POR ANEMIA HEMOLITICA HEREDITARIA	7740  	NULL
822	ESGUINCE ACROMIOCLAVICULAR	8400  	NULL
823	ALTERACION CUERNO ANTERIOR MENISCO MEDIAL	7171  	NULL
824	ABSCESO Y CELULITIS DEDO MANO	6810  	NULL
825	ENCEFALOPATIA HIPERTENSIVA	4372  	NULL
826	HERIDA CADERA Y MUSLO COMPLICADA	8901  	NULL
827	PERFORACION ESOFAGO	5304  	NULL
828	HEMORRAGIA POSTMENOPAUSICA	6271  	NULL
829	QUISTE GLANDULA DE BARTHOLINO	6162  	NULL
830	DESPRENDIMIENTO PLACENTA	6412  	NULL
831	NEOPLASIA MALIGNA CEREBRO LOBULO PARIETAL	1913  	NULL
832	INFECCION INTESTINO MAL DEFINIDA	009   	NULL
833	FISURA Y FISTULA ANO	565   	NULL
834	ESPASMO ANO	5646  	NULL
835	TRASTORNO INTERNO RODILLA OTRO OTRO	71789 	NULL
836	TRASTORNO REFRACCION Y ACOMODACION	367   	NULL
837	HERIDA MANO SALVO DEDO COMPLICADA	8821  	NULL
838	PROTRUSION ACETABULO NO ESPECIFICADO	7186  	NULL
839	ANGOR PECTORIS DECUBITO	4130  	NULL
840	OBESIDAD	2780  	NULL
841	CONTUSION MIEMBRO INFERIOR,OTRA CONTUSION Y NO ESPECIFICADO	924   	NULL
842	ANEURISMA ARTERIA PULMONAR	4171  	NULL
843	CUADRIPLEJIA Y CUADRIPARESIA	3440  	NULL
844	QUISTE PILONIDAL	685   	NULL
845	FRACTURA CERRADA BIMALEOLAR	8244  	NULL
846	FRACTURA CERRADA TIBIA Y PERONE EXTREMO SUPERIOR	8230  	NULL
847	GRANULOMATOSIS DE WEGENER	4464  	NULL
848	HERIDA DEDO MANO	883   	NULL
849	NECROSIS ASEPTICA HUESO	7334  	NULL
850	ATEROSCLEROSIS ARTERIA RENAL	4401  	NULL
851	MIOPATIA OTRA	3598  	NULL
852	HIDROCELE	603   	NULL
853	EMBARAZO RETRASADO	645   	NULL
854	PSORIASIS	696   	NULL
855	ENCEFALOPATIA NO ESPECIFICADO	34830 	NULL
856	MIALGIA Y MIOSITIS NO ESPECIFICADO	7291  	NULL
857	HEMORRAGIA SUBARACNOIDEA FETO Y NEONATO	7722  	NULL
858	NEUMONIA POR VIRUS OTRA	4808  	NULL
859	COLECISTITIS NO ESPECIFICADO	57510 	NULL
860	INTOXICACION PATOLOGICA POR DROGA	2922  	NULL
861	DOLOR MIEMBRO	7295  	NULL
862	PTOSIS PARPADO	3743  	NULL
863	LINFANGIOMA NO ESPECIFICADO	2281  	NULL
864	QUISTE PILONIDAL CON ABSCESO	6850  	NULL
865	ESGUINCE LUMBOSACRO	8460  	NULL
866	APENDICITIS AGUDA SIN PERITONITIS	5409  	NULL
867	QUISTE CEREBRO	3480  	NULL
868	GASTRITIS,ENTERITIS Y COLITIS NO INFECCIOSA OTRA Y NO ESPECIFICADO	5589  	NULL
869	FIEBRE REUMATICA SIN COMPLICACION CORAZON	390   	NULL
870	DIARREA NO ESPECIFICADO	78791 	NULL
